"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000145","regulation of cell motility","39/812","60/2031",6.23471866203172e-05,0.00810513426064123,0.0069506672165234,"ANXA1/THY1/ETS1/STMN1/FGR/SOX9/NTN1/SLC8B1/TBX5/FGF1/HBEGF/TLDC1/SOX14/CYR61/VIL1/MSTN/FGF8/VCL/ARF6/TGFB3/FGF3/HRAS/PDGFC/MPP1/VEGFA/PTK2/CDH2/FAM65B/BCL2/NRP1/WNT11/FZD4/PTN/CBLL1/SEMA3C/SEMA3E/SEMA3A/GATA3/PODXL",39
"GO:0031344","regulation of cell projection organization","36/812","55/2031",9.70336135532592e-05,0.0115631722817634,0.00991615436750412,"NTRK2/ABHD17B/FST/IGF2BP1/NGF/MOV10/NTRK1/THY1/AGRN/NTN1/ODF2/DBN1/TENM2/NTRK3/EPHB3/VIL1/MSTN/ZFYVE27/ATOH7/ARF6/CNTF/HRAS/BDNF/TENM1/SNAP25/CDH2/FAM65B/NRP1/FZD4/EFHC2/NELL2/SEMA3C/SEMA3E/SEMA3A/GATA3/PODXL",36
"GO:0048699","generation of neurons","95/812","178/2031",0.00010747740478905,0.0118225145267955,0.0101385568080359,"VCAN/HAPLN1/AGTPBP1/NTRK2/FST/BSG/IGF2BP1/NGF/MOV10/NFASC/NTRK1/THY1/STMN1/WNT4/AGRN/CEBPB/SDK2/SOX9/NTN1/LHX3/OLFM1/BRINP1/ACTB/DBN1/TENM2/TUBB3/NTRK3/ACAN/TCF12/ALDH1A2/B2M/SOX2/EPHB3/EPHA4/SOX14/EPHB1/LHX9/NEUROD1/GBX2/FGF8/LDB1/ZFYVE27/VCL/ATOH7/GPRIN2/ARF6/FOXG1/CNTF/BDNF/UNC5C/EPHA5/TENM1/SOX3/PLP1/EFNB1/SOX11/MYO6/EPHA7/SGK1/PRPH2/SNAP25/FLRT3/PTK2/CDH2/IRX4/BCL2/DTNBP1/CCK/POMGNT2/RARB/DLX5/NRP1/SHH/WNT11/FZD4/RB1/DCT/ANOS1/DMD/EFHC2/ALCAM/GAP43/NTF3/WNT7B/STRAP/IGF1/SOX10/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",95
"GO:0022008","neurogenesis","98/812","185/2031",0.000121689204138554,0.0119452600525984,0.0102438188894201,"VCAN/HAPLN1/AGTPBP1/NTRK2/FST/BSG/IGF2BP1/NGF/MOV10/NFASC/NTRK1/THY1/STMN1/WNT4/AGRN/CEBPB/SDK2/SOX9/NTN1/LHX3/OLFM1/BRINP1/ACTB/DBN1/TENM2/TUBB3/NTRK3/ACAN/TCF12/ALDH1A2/B2M/SOX2/EPHB3/EPHA4/SOX14/EPHB1/LHX9/NEUROD1/GBX2/FGF8/LDB1/ZFYVE27/VCL/ATOH7/GPRIN2/ARF6/FOXG1/CNTF/BDNF/UNC5C/EPHA5/TENM1/SOX3/PLP1/EFNB1/SOX11/MYO6/EPHA7/SGK1/DAAM2/PRPH2/SNAP25/FLRT3/PTK2/CHD7/PLAG1/CDH2/IRX4/BCL2/DTNBP1/CCK/POMGNT2/RARB/DLX5/NRP1/SHH/WNT11/FZD4/RB1/DCT/ANOS1/DMD/EFHC2/ALCAM/GAP43/NTF3/WNT7B/STRAP/IGF1/SOX10/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",98
"GO:0003008","system process","88/812","164/2031",0.000153379894730713,0.0119452600525984,0.0102438188894201,"OPN2SW/OPN1LW/CHRNA6/AGTPBP1/NTRK2/MIP/THRA/KCNH6/ACE/CRHR1/OPN1MSW/NGF/GUCA1A/GUCA1B/LHFPL5/GNRH1/ADORA2B/SOX9/TBX3/CRYBA4/CRYBB2/CRYBB3/MYL2/MYH11/ANXA6/GABRA6/GABRA1/GABRG2/HBEGF/RHO/ARL6IP5/TNNC1/RGS9BP/SLC24A1/RLBP1/CHRNA7/CHRNA3/CHRNB4/B2M/SOX14/RPE65/PTGS2/MYLK/INHBB/CRYBA2/CHRNA1/PDE6C/PCDH15/BMP4/MYBPC3/BDNF/COR8/CNGA1/NMU/HOPX/GABRE/GABRQ/MYO6/IMPG1/SOBP/VIP/VEGFA/PRPH2/SNAP25/ARC/CALB1/CHD7/FAM65B/BCL2/EGFR/INHBA/CHRNA10/FZD4/GJB6/CNGA3/GABRB3/DMD/IMPG2/CASQ2/NTF3/STRAP/CALD1/CACNA1C/CHRM2/PTN/NTS/GATA3/OPN1SW",88
"GO:0007268","chemical synaptic transmission","34/812","52/2031",0.000157408995695339,0.0119452600525984,0.0102438188894201,"CHRNA6/NTRK2/SLC24A2/ACE/NGF/KBP/ADORA2B/STXBP1/RIMBP2/GABRA6/GABRA1/GABRG2/CALB2/SLC24A1/CHRNA7/CHRNA3/CHRNB4/CHRNA1/CHAT/RAPSN/HRAS/BDNF/GABRE/GABRQ/SNAP25/ARC/CALB1/CDH2/DTNBP1/CHRNA10/GABRB3/NTF3/CHRM2/SYT1",34
"GO:0098916","anterograde trans-synaptic signaling","34/812","52/2031",0.000157408995695339,0.0119452600525984,0.0102438188894201,"CHRNA6/NTRK2/SLC24A2/ACE/NGF/KBP/ADORA2B/STXBP1/RIMBP2/GABRA6/GABRA1/GABRG2/CALB2/SLC24A1/CHRNA7/CHRNA3/CHRNB4/CHRNA1/CHAT/RAPSN/HRAS/BDNF/GABRE/GABRQ/SNAP25/ARC/CALB1/CDH2/DTNBP1/CHRNA10/GABRB3/NTF3/CHRM2/SYT1",34
"GO:0099537","trans-synaptic signaling","34/812","52/2031",0.000157408995695339,0.0119452600525984,0.0102438188894201,"CHRNA6/NTRK2/SLC24A2/ACE/NGF/KBP/ADORA2B/STXBP1/RIMBP2/GABRA6/GABRA1/GABRG2/CALB2/SLC24A1/CHRNA7/CHRNA3/CHRNB4/CHRNA1/CHAT/RAPSN/HRAS/BDNF/GABRE/GABRQ/SNAP25/ARC/CALB1/CDH2/DTNBP1/CHRNA10/GABRB3/NTF3/CHRM2/SYT1",34
"GO:0032990","cell part morphogenesis","53/812","90/2031",0.000163617827886672,0.0119452600525984,0.0102438188894201,"NTRK2/BSG/NGF/MOV10/NFASC/NTRK1/THY1/STMN1/NTN1/LHX3/OLFM1/ACTB/DBN1/TENM2/TUBB3/EPHB3/EPHA4/EPHB1/LHX9/VIL1/GBX2/ZFYVE27/VCL/SUPV3L1/ATOH7/FOXG1/BDNF/UNC5C/EPHA5/EFNB1/EPHA7/SGK1/FLRT3/CDH2/BCL2/DTNBP1/CCK/DLX5/NRP1/SHH/CSPG5/FZD4/ALCAM/GAP43/NTF3/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",53
"GO:0048858","cell projection morphogenesis","52/812","88/2031",0.000167066574162216,0.0119452600525984,0.0102438188894201,"NTRK2/BSG/NGF/MOV10/NFASC/NTRK1/THY1/STMN1/NTN1/LHX3/OLFM1/ACTB/DBN1/TENM2/TUBB3/EPHB3/EPHA4/EPHB1/LHX9/VIL1/GBX2/ZFYVE27/VCL/ATOH7/FOXG1/BDNF/UNC5C/EPHA5/EFNB1/EPHA7/SGK1/FLRT3/CDH2/BCL2/DTNBP1/CCK/DLX5/NRP1/SHH/CSPG5/FZD4/ALCAM/GAP43/NTF3/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",52
"GO:0050804","modulation of chemical synaptic transmission","18/812","23/2031",0.000198578994849996,0.0125078696878935,0.0107262923712888,"NTRK2/SLC24A2/ACE/NGF/KBP/ADORA2B/CALB2/SLC24A1/RAPSN/HRAS/BDNF/SNAP25/ARC/CALB1/CDH2/DTNBP1/NTF3/CHRM2",18
"GO:0099177","regulation of trans-synaptic signaling","18/812","23/2031",0.000198578994849996,0.0125078696878935,0.0107262923712888,"NTRK2/SLC24A2/ACE/NGF/KBP/ADORA2B/CALB2/SLC24A1/RAPSN/HRAS/BDNF/SNAP25/ARC/CALB1/CDH2/DTNBP1/NTF3/CHRM2",18
"GO:0050890","cognition","15/812","18/2031",0.000201175526448636,0.0125078696878935,0.0107262923712888,"NTRK2/THRA/NGF/ARL6IP5/CHRNA7/B2M/BDNF/SOBP/VIP/SNAP25/ARC/CHD7/EGFR/NTF3/PTN",15
"GO:0000902","cell morphogenesis","67/812","120/2031",0.000216320272116089,0.0128328779016576,0.0110050075490844,"NTRK2/ANXA1/BSG/NGF/MOV10/NFASC/NTRK1/THY1/STMN1/FGR/CDH4/NTN1/LHX3/OLFM1/ACTB/DBN1/TENM2/CDH3/TUBB3/CDH13/EPHB3/BCL6/EPHA4/EPHB1/LHX9/VIL1/GBX2/ZFYVE27/VCL/ATOH7/FOXG1/GREM1/BDNF/UNC5C/EPHA5/EFNB1/EPHA7/BVES/SGK1/FOSL2/FLRT3/ARC/CDH2/CDH7/CDH10/CDH6/CDH20/BCL2/DTNBP1/CCK/DLX5/NRP1/SHH/CSPG5/FZD4/RB1/ALCAM/GAP43/NTF3/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",67
"GO:0007601","visual perception","23/812","32/2031",0.000233325052757411,0.0128328779016576,0.0110050075490844,"OPN2SW/OPN1LW/MIP/OPN1MSW/GUCA1A/GUCA1B/CRYBA4/CRYBB2/CRYBB3/RHO/RGS9BP/SLC24A1/RLBP1/SOX14/RPE65/CRYBA2/PDE6C/CNGA1/IMPG1/PRPH2/CNGA3/IMPG2/OPN1SW",23
"GO:0050953","sensory perception of light stimulus","23/812","32/2031",0.000233325052757411,0.0128328779016576,0.0110050075490844,"OPN2SW/OPN1LW/MIP/OPN1MSW/GUCA1A/GUCA1B/CRYBA4/CRYBB2/CRYBB3/RHO/RGS9BP/SLC24A1/RLBP1/SOX14/RPE65/CRYBA2/PDE6C/CNGA1/IMPG1/PRPH2/CNGA3/IMPG2/OPN1SW",23
"GO:0120039","plasma membrane bounded cell projection morphogenesis","51/812","87/2031",0.000255787584361638,0.0135472683569312,0.0116176427205189,"NTRK2/BSG/NGF/MOV10/NFASC/NTRK1/THY1/STMN1/NTN1/LHX3/OLFM1/ACTB/DBN1/TENM2/TUBB3/EPHB3/EPHA4/EPHB1/LHX9/VIL1/GBX2/ZFYVE27/VCL/ATOH7/FOXG1/BDNF/UNC5C/EPHA5/EFNB1/EPHA7/SGK1/FLRT3/CDH2/BCL2/DTNBP1/CCK/DLX5/NRP1/SHH/FZD4/ALCAM/GAP43/NTF3/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",51
"GO:0120035","regulation of plasma membrane bounded cell projection organization","34/812","53/2031",0.000273542282168734,0.0136266309903809,0.0116857012173675,"NTRK2/ABHD17B/FST/IGF2BP1/NGF/NTRK1/THY1/AGRN/NTN1/ODF2/DBN1/TENM2/NTRK3/EPHB3/VIL1/MSTN/ZFYVE27/ATOH7/ARF6/CNTF/HRAS/BDNF/TENM1/SNAP25/CDH2/FAM65B/NRP1/EFHC2/NELL2/SEMA3C/SEMA3E/SEMA3A/GATA3/PODXL",34
"GO:0007409","axonogenesis","45/812","75/2031",0.000285753409908785,0.0136266309903809,0.0116857012173675,"NTRK2/BSG/NGF/NFASC/NTRK1/THY1/STMN1/NTN1/LHX3/OLFM1/ACTB/DBN1/TENM2/TUBB3/EPHB3/EPHA4/EPHB1/LHX9/GBX2/ZFYVE27/VCL/ATOH7/FOXG1/BDNF/UNC5C/EPHA5/EFNB1/EPHA7/FLRT3/CDH2/BCL2/CCK/DLX5/NRP1/SHH/ALCAM/GAP43/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",45
"GO:0099536","synaptic signaling","36/812","57/2031",0.000285873377420577,0.0136266309903809,0.0116857012173675,"CHRNA6/NTRK2/SLC24A2/ACE/NGF/AGRN/KBP/ADORA2B/STXBP1/RIMBP2/GABRA6/GABRA1/GABRG2/CALB2/SLC24A1/CHRNA7/CHRNA3/CHRNB4/CHRNA1/CHAT/RAPSN/HRAS/BDNF/GABRE/GABRQ/SNAP25/ARC/CALB1/CDH2/DTNBP1/CHRNA10/GABRB3/DMD/NTF3/CHRM2/SYT1",36
"GO:0071478","cellular response to radiation","16/812","20/2031",0.000295769292369615,0.0136435512286629,0.0117002113959457,"OPN2SW/OPN1LW/XPA/OPN1MSW/CRYAB/AANAT/RHO/HRAS/RAD51/MYC/HSF1/POLD3/YAP1/XRCC6/GATA3/OPN1SW",16
"GO:0034508","centromere complex assembly","11/812","12/2031",0.000305865561897234,0.0136683672972826,0.0117214927503381,"CENPH/CENPK/MIS12/CENPA/CENPP/CENPN/CENPT/ITGB3BP/CENPI/CENPO/CENPW",11
"GO:0006260","DNA replication","26/812","38/2031",0.000325824540379533,0.0137688013923543,0.0118076213633366,"RMI1/NFIX/CHAF1A/NFIC/TOP2A/RBBP4/PCNA/CENPS/RPA1/RFC2/BLM/MCMBP/TWNK/DNA2/POLE2/SSRP1/RAD51/FEN1/MCM3/MMS22L/DTL/MSH6/POLD3/MRE11/RBBP7/CHAF1B",26
"GO:0008284","positive regulation of cell population proliferation","65/812","117/2031",0.000327370103034998,0.0137688013923543,0.0118076213633366,"VCAN/HAPLN1/SYK/NTRK2/ANXA1/RPS6/PRLR/IGF2BP1/NGF/NTRK1/IL18/WNT4/AGRN/SOX9/NME2/NTN1/EXFABP/PMS2/FGF1/DBN1/TENM2/HBEGF/NTRK3/ACAN/CHRNA7/RBPMS2/TFRC/BCL6/CYR61/MSTN/FGFR2/FGF8/ZFYVE27/ANKRD1/ATOH7/TGFB3/FOXG1/GREM1/FGF3/CNTF/HRAS/IGF2/BDNF/FGFR3/CNOT7/PDGFC/TENM1/VIP/VEGFA/FOSL2/MSH6/PTK2/MYC/HSF1/PLAG1/FAM65B/BCL2/DLX5/NRP1/P2RY6/FZD4/DCT/PTN/IGF1/KITLG",65
