"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098687","chromosomal region","30/834","44/2104",0.000102920347569129,0.00233909880838929,0.00198946509176689,"SMC5/CENPH/CENPK/DCLRE1B/RBBP4/CENPS/CEBPB/MIS12/CENPA/NDE1/CENPP/CENPN/CDCA9/CENPT/ITGB3BP/CENPL/NUF2/RIF1/INCENP/RAD51/FEN1/CENPU/CENPI/CENPQ/CENPO/CENPW/HSF1/NDC80/RBBP7/CENPM",30
"GO:0098793","presynapse","25/834","35/2104",0.000123655262267139,0.00257615129723206,0.00219108447175105,"NTRK2/SH3GL2/ATP6V0A1/NGF/HSPA8/ADORA2B/STXBP1/CACNA1B/ARL6IP5/CALB2/SH3GL3/PCDH15/BDNF/RAD51/SNAP25/FLRT3/CALB1/CDH2/DTNBP1/AMPH/NRP1/NTF3/CHRM2/SYT1/PCLO",25
"GO:0034702","monoatomic ion channel complex","18/834","23/2104",0.000174792401268022,0.00336139233207735,0.00285895263612474,"KCNA10/KBP/CACNA1B/ANXA6/GABRA6/GABRA1/GABRG2/CACNA1D/CHRNA7/CHRNA3/KCNAB1/CNGA1/GABRE/GABRQ/KCNG2/CNGA3/GABRB3/CACNA1C",18
"GO:0000775","chromosome, centromeric region","23/834","32/2104",0.000200986004730027,0.00358903579875048,0.00305256939514777,"CENPH/CENPK/CENPS/CEBPB/MIS12/CENPA/NDE1/CENPP/CENPN/CDCA9/CENPT/ITGB3BP/CENPL/NUF2/INCENP/CENPU/CENPI/CENPQ/CENPO/CENPW/HSF1/NDC80/CENPM",23
"GO:0098590","plasma membrane region","60/834","108/2104",0.000431860922768086,0.00719768204613477,0.00612181799292305,"OPN1LW/CHRNA6/ANXA1/ABHD17B/VLDLR/VDR/MIP/BSG/SLC4A1/RHOC/FGR/KBP/MAPRE1/MYO1C/CACNA1B/TESC/DBN1/GABRA6/GABRA1/GABRG2/TENM2/CHRNA7/CHRNA3/CHRNB4/AP2M1/LRP8/MYLK/CHRNA1/KCNMA1/ARF6/GPHN/RAPSN/CNGA1/GABRE/GABRQ/FZD3/EEF1A1/MYO6/BVES/GJA1/SNAP25/PSEN2/FLRT3/ARC/FZD6/CALB1/ATP6V0D2/CDH2/FAM65B/MASTL/ITGB1/CHRNA10/GABRB3/RP2/DMD/GAP43/CACNA1C/CHRM2/CAV1/PODXL",60
"GO:0097060","synaptic membrane","29/834","45/2104",0.00059070095936014,0.00915233938423258,0.00778430549732624,"CHRNA6/ABHD17B/KBP/CACNA1B/DBN1/GABRA6/GABRA1/GABRG2/TENM2/CHRNA7/CHRNA3/CHRNB4/CHRNA1/KCNMA1/GPHN/RAPSN/GABRE/GABRQ/SNAP25/FLRT3/ARC/CALB1/CDH2/CHRNA10/GABRB3/DMD/GAP43/CACNA1C/CHRM2",29
"GO:0043235","receptor complex","32/834","51/2104",0.000622359078127815,0.00915233938423258,0.00778430549732624,"NTRK2/PRLR/CNTFR/NTRK1/GFRA2/KBP/GABRA6/GABRA1/GABRG2/NTRK3/CHRNA7/CHRNA3/B2M/EPHB1/ITGA6/FGFR2/GFRA1/HSPA2/GFRA4/FGFR3/MTNR1A/BMPR1B/GABRE/GABRQ/COL10A1/HSP90AB1/ITGA8/ITGB1/ACVR2B/PGR/FLT1/GABRB3",32
"GO:0097730","non-motile cilium","13/834","16/2104",0.000813114570218564,0.0112932579197023,0.00960521305170468,"OPN2SW/OPN1LW/VCAN/BSG/OPN1MSW/GUCA1A/GUCA1B/RHO/CNGA1/NPY2R/IMPG1/PRPH2/OPN1SW",13
"GO:0098797","plasma membrane protein complex","32/834","52/2104",0.00101461146949286,0.0133501509143797,0.0113546546724409,"CNTFR/KCNA10/KBP/CDH4/CACNA1B/BF2/CACNA1D/CDH3/CDH13/CHRNA7/CHRNA3/B2M/KCNAB1/AP2M1/ATP1B3/ITGA6/GJA1/ATP6V0D2/CDH2/CDH7/CDH10/CDH6/CDH20/KCNG2/ITGA8/ITGB1/ACVR2B/GJA3/GJB6/GJA8/ATP1B1/CACNA1C",32
"GO:0030424","axon","44/834","77/2104",0.00116951766591699,0.0146189708239624,0.0124338193955386,"NTRK2/ALDH1A1/IGF2BP1/NGF/NFASC/NTRK1/THY1/HSPA8/NEFM/GNRH1/AGRN/OLFM1/CACNA1B/ACTB/DBN1/GABRG2/TENM2/CALB2/NTRK3/CHRNA7/KCNAB1/ZFYVE27/AP3M1/ATOH7/CNTF/BDNF/UNC5C/EPHA5/SNAP25/PSEN2/FLRT3/CALB1/MBP/BLOC1S5/DTNBP1/CCK/NRP1/ALCAM/GAP43/NTF3/SYT1/CNTN1/PCLO/SEMA3A",44
"GO:0044306","neuron projection terminus","9/834","10/2104",0.0015193802154718,0.0169769321792242,0.0144393275798033,"NTRK2/HSPA8/CACNA1B/CALB2/FLRT3/CALB1/AMPH/NRP1/GAP43",9
"GO:0045211","postsynaptic membrane","26/834","41/2104",0.00161729463633634,0.0169769321792242,0.0144393275798033,"CHRNA6/ABHD17B/KBP/DBN1/GABRA6/GABRA1/GABRG2/TENM2/CHRNA7/CHRNA3/CHRNB4/CHRNA1/KCNMA1/GPHN/RAPSN/GABRE/GABRQ/FLRT3/ARC/CALB1/CDH2/CHRNA10/GABRB3/DMD/CACNA1C/CHRM2",26
"GO:0001750","photoreceptor outer segment","12/834","15/2104",0.00169769321792242,0.0169769321792242,0.0144393275798033,"OPN2SW/OPN1LW/VCAN/BSG/OPN1MSW/GUCA1A/GUCA1B/RHO/CNGA1/IMPG1/PRPH2/OPN1SW",12
"GO:0097731","9+0 non-motile cilium","12/834","15/2104",0.00169769321792242,0.0169769321792242,0.0144393275798033,"OPN2SW/OPN1LW/VCAN/BSG/OPN1MSW/GUCA1A/GUCA1B/RHO/CNGA1/IMPG1/PRPH2/OPN1SW",12
"GO:0097733","photoreceptor cell cilium","12/834","15/2104",0.00169769321792242,0.0169769321792242,0.0144393275798033,"OPN2SW/OPN1LW/VCAN/BSG/OPN1MSW/GUCA1A/GUCA1B/RHO/CNGA1/IMPG1/PRPH2/OPN1SW",12
"GO:0000779","condensed chromosome, centromeric region","17/834","24/2104",0.00185848614827953,0.0178700591180724,0.0151989555446342,"CENPH/CENPK/CENPS/CEBPB/MIS12/CENPA/NDE1/CENPT/ITGB3BP/CENPL/NUF2/INCENP/CENPI/CENPO/CENPW/HSF1/NDC80",17
"GO:0005576","extracellular region","148/834","315/2104",0.00247008679924393,0.0221687360951142,0.0188550934366866,"LOX/TXN/ALDOB/VCAN/HAPLN1/NRG1/CFC1/ANXA1/VLDLR/FST/CNTFR/GRP/COL2A1/ACHE/PHOSPHO1/COL1A1/FMOD/NGF/OLFML3/S100A11/IL18/SORL1/BGLAP/COL9A2/SFRP1/GNRH1/PRNP/ALPL/YBX1/WNT4/NBL1/AGRN/COL9A3/DHRS11/ELN/TIMP2/NOG/NME2/NTN1/OLFM1/EXFABP/BF2/HBA1/FGF1/SPARC/HBEGF/OGN/WFDC1/LCAT/ACAN/B2M/SERPINI1/ST6GAL1/TF/CYR61/TNR/QSOX1/INHBB/IGFBP2/GCG/SPP2/COL6A3/MSTN/CASP7/TECTB/FGF8/PSAP/RSFR/BMP4/CKB/TGFB3/COCH/GREM1/FGF3/CNTF/CTSD/IGF2/DKK3/BDNF/AVP/CPZ/FGFBP2/NMU/ALB/HPSE/SPP1/HMGB2/TLL1/PDGFC/SFRP2/PGRMC1/CHRDL1/AvBD14/CTSB/GSTA3/COL12A1/IMPG1/COL10A1/MOXD1/VIP/THBS2/CRIM1/VEGFA/HSP90AB1/CST3/FLRT3/XDH/ARC/ST3GAL1/COL14A1/COLEC10/PI15/TTR/COLEC12/NSUN2/LY86/INHBA/CCK/NPY/SHH/HPX/SERPINH1/WNT11/TSKU/FZD4/FLT1/HMGB1/F10/LYG2/ANOS1/IMPG2/COL8A1/SLC2A14/NTF3/PTHLH/WNT7B/FBLN1/PTN/IGF1/TIMP3/KERA/KITLG/NTS/NELL2/RELN/SEMA3C/SEMA3E/SEMA3A",148
"GO:0005694","chromosome","79/834","156/2104",0.00248289844265279,0.0221687360951142,0.0188550934366866,"SMC2/RNF20/RMI1/SMC5/PSIP1/CENPH/CENPK/HNRNPKL/TOP2A/DCLRE1B/CHEK1/RBBP4/HMGN4/PCNA/HP1BP3/MAD2L2/CENPS/CEBPB/RPA1/MIS12/RFC2/LHX3/CENPA/SMARCB1/RAN/NDE1/ACTB/CENPP/WDR82/CENPN/CDCA9/BRD7/CENPT/BLM/WDR61/BCL6/SAP130/ITGB3BP/CENPL/NUF2/RIF1/POLE2/DPF3/INCENP/SSRP1/RAD51/FEN1/HMGB2/CENPU/HMGB3/HMGN5/HPRT1/CENPI/CENPQ/MCM3/CENPO/MMS22L/HDAC2/CENPW/INTS7/DTL/MYC/HSF1/CHD7/NDC80/TRIP13/DLX5/POLD3/MRE11/PGR/HMGB1/RB1/RBBP7/PARPBP/XRCC6/CENPM/ACTR6/CPSF6/GATA3",79
"GO:0031252","cell leading edge","29/834","48/2104",0.00261214991768533,0.0225185337731494,0.0191526055670576,"IGF2BP1/CSRP1/S100A6/FGR/MYO1C/NME2/TESC/CLIP1/ACTB/DBN1/GABRA6/GABRA1/GABRG2/MYLK/VIL1/ACTA2/ARF6/SWAP70/PDLIM3/UNC5C/GABRE/ARHGEF6/EEF1A1/MYO6/CDH2/FAM65B/ITGB1/KITLG/PODXL",29
"GO:0098794","postsynapse","33/834","57/2104",0.00360303869460969,0.0300253224550808,0.0255373268881108,"CHRNA6/NTRK2/ABHD17B/HSPA8/NEFM/KBP/DBN1/GABRA6/GABRA1/GABRG2/TENM2/CHRNA7/CHRNA3/CHRNB4/CHRNA1/KCNMA1/GPHN/RAPSN/GABRE/GABRQ/SNAP25/FLRT3/ARC/PTK2/CALB1/CDH2/DTNBP1/CHRNA10/GABRB3/DMD/GAP43/CACNA1C/CHRM2",33
"GO:0000776","kinetochore","15/834","22/2104",0.00614638587452541,0.0495676280203662,0.0421585720425851,"CENPH/CENPK/CENPS/MIS12/NDE1/CENPT/ITGB3BP/CENPL/NUF2/INCENP/CENPI/CENPO/CENPW/HSF1/NDC80",15
