"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034508","centromere complex assembly","11/736","12/2031",0.000108622829502731,0.0141012182299909,0.0119225249224529,"CENPH/CENPK/MIS12/CENPA/CENPP/CENPN/CENPT/ITGB3BP/CENPI/CENPO/CENPW",11
"GO:0007268","chemical synaptic transmission","32/736","52/2031",0.00015101346958114,0.0141132342503642,0.011932684420734,"CHRNA6/NTRK2/SLC24A2/ACE/NGF/CHRNB2/KBP/ADORA2B/STXBP1/GABRA6/GABRA1/GABRG2/CALB2/SLC24A1/CHRNA7/CHRNA3/CHRNB4/CHRND/CHRNA1/RAPSN/BDNF/GABRE/GABRQ/SNAP25/ARC/CALB1/CDH2/DTNBP1/GABRB3/NTF3/CHRM2/SYT1",32
"GO:0098916","anterograde trans-synaptic signaling","32/736","52/2031",0.00015101346958114,0.0141132342503642,0.011932684420734,"CHRNA6/NTRK2/SLC24A2/ACE/NGF/CHRNB2/KBP/ADORA2B/STXBP1/GABRA6/GABRA1/GABRG2/CALB2/SLC24A1/CHRNA7/CHRNA3/CHRNB4/CHRND/CHRNA1/RAPSN/BDNF/GABRE/GABRQ/SNAP25/ARC/CALB1/CDH2/DTNBP1/GABRB3/NTF3/CHRM2/SYT1",32
"GO:0099537","trans-synaptic signaling","32/736","52/2031",0.00015101346958114,0.0141132342503642,0.011932684420734,"CHRNA6/NTRK2/SLC24A2/ACE/NGF/CHRNB2/KBP/ADORA2B/STXBP1/GABRA6/GABRA1/GABRG2/CALB2/SLC24A1/CHRNA7/CHRNA3/CHRNB4/CHRND/CHRNA1/RAPSN/BDNF/GABRE/GABRQ/SNAP25/ARC/CALB1/CDH2/DTNBP1/GABRB3/NTF3/CHRM2/SYT1",32
"GO:0034329","cell junction assembly","30/736","48/2031",0.000163307536333172,0.0141132342503642,0.011932684420734,"OCLN/RHOC/THY1/EPHB2/AGRN/CDH4/SDK2/NTN1/SDK1/GABRA1/GABRG2/CDH3/CDH13/EPHB3/FN1/VCL/GREM1/HOPX/VEGFA/FLRT3/PTK2/CDH2/CDH7/CDH10/CDH6/CDH20/BCL2/WNT11/GABRB3/PCLO",30
"GO:0007601","visual perception","22/736","32/2031",0.000168014693456717,0.0141132342503642,0.011932684420734,"OPN1LW/MIP/OPN1MSW/GUCA1A/GUCA1B/OPNP/CRYBB2/CRYBB3/RHO/RGS9BP/SLC24A1/RLBP1/SOX14/RPE65/CRYBA2/PDE6C/CNGA1/IMPG1/PRPH2/CNGA3/CRYAA/IMPG2",22
"GO:0050953","sensory perception of light stimulus","22/736","32/2031",0.000168014693456717,0.0141132342503642,0.011932684420734,"OPN1LW/MIP/OPN1MSW/GUCA1A/GUCA1B/OPNP/CRYBB2/CRYBB3/RHO/RGS9BP/SLC24A1/RLBP1/SOX14/RPE65/CRYBA2/PDE6C/CNGA1/IMPG1/PRPH2/CNGA3/CRYAA/IMPG2",22
"GO:0007611","learning or memory","12/736","14/2031",0.000197435114060555,0.0156119035573913,0.0131998034647854,"NTRK2/THRA/NGF/CHRNB2/ARL6IP5/B2M/BDNF/VIP/SNAP25/ARC/EGFR/NTF3",12
"GO:0042445","hormone metabolic process","16/736","21/2031",0.000210171190818036,0.0156119035573913,0.0131998034647854,"ALDH1A1/ACE/WNT4/DHRS11/AANAT/BCO1/ALDH1A2/RPE65/CYP26A1/DIO3/DIO2/ADH1C/SULT1B1/TTR/ASMT/GATA3",16
"GO:0031344","regulation of cell projection organization","33/736","55/2031",0.000237957534012978,0.0156119035573913,0.0131998034647854,"NTRK2/ABHD17B/FST/IGF2BP1/NGF/MOV10/NTRK1/THY1/AGRN/NTN1/ODF2/TENM2/NTRK3/EPHB3/VIL1/FN1/MSTN/ZFYVE27/ATOH7/ARF6/CNTF/BDNF/TENM1/SNAP25/CDH2/FAM65B/NRP1/EFHC2/NELL2/SEMA3C/SEMA3E/GATA3/PODXL",33
"GO:0050804","modulation of chemical synaptic transmission","17/736","23/2031",0.000245886926769657,0.0156119035573913,0.0131998034647854,"NTRK2/SLC24A2/ACE/NGF/KBP/ADORA2B/CALB2/SLC24A1/RAPSN/BDNF/SNAP25/ARC/CALB1/CDH2/DTNBP1/NTF3/CHRM2",17
"GO:0099177","regulation of trans-synaptic signaling","17/736","23/2031",0.000245886926769657,0.0156119035573913,0.0131998034647854,"NTRK2/SLC24A2/ACE/NGF/KBP/ADORA2B/CALB2/SLC24A1/RAPSN/BDNF/SNAP25/ARC/CALB1/CDH2/DTNBP1/NTF3/CHRM2",17
"GO:0120035","regulation of plasma membrane bounded cell projection organization","32/736","53/2031",0.000251452228165266,0.0156119035573913,0.0131998034647854,"NTRK2/ABHD17B/FST/IGF2BP1/NGF/NTRK1/THY1/AGRN/NTN1/ODF2/TENM2/NTRK3/EPHB3/VIL1/FN1/MSTN/ZFYVE27/ATOH7/ARF6/CNTF/BDNF/TENM1/SNAP25/CDH2/FAM65B/NRP1/EFHC2/NELL2/SEMA3C/SEMA3E/GATA3/PODXL",32
"GO:0000902","cell morphogenesis","62/736","120/2031",0.00026597173849795,0.015825318440628,0.0133802449147872,"NTRK2/ANXA1/BSG/NGF/MOV10/NTRK1/THY1/FGR/EPHB2/DRAXIN/CDH4/NTN1/LHX3/OLFM1/TENM2/FOXP1/CDH3/CDH13/ISL2/EPHB3/BCL6/EPHA4/LHX9/VIL1/GBX2/FN1/ZFYVE27/VCL/ATOH7/FOXG1/GREM1/BDNF/UNC5C/EPHA5/BVES/SGK1/FOSL2/FLRT3/ARC/CDH2/CDH7/CDH10/CDH6/CDH20/BCL2/DTNBP1/CCK/DLX5/NRP1/SHH/CSPG5/RB1/ALCAM/NTF3/MYH9/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/GATA3/SMO",62
"GO:0065008","regulation of biological quality","111/736","238/2031",0.0002939637138169,0.0167912073332213,0.0141969001999151,"CHRNA6/SYK/NTRK2/ANXA1/ALDH1A1/ABHD17B/SLC24A2/ATP6V0A1/THRA/IGF2BP1/SLC4A1/KCNH6/ACE/CRHR1/NGF/MOV10/CHRNB2/CRYAB/AGO3/FGR/ATP6V1B2/WNT4/EPHB2/AGRN/KBP/DHRS11/ADORA2B/FASN/AANAT/NTN1/OLFM1/STXBP1/SLC8B1/TBX3/TESC/ATP2A2/AACS/GABRA6/GABRA1/GABRG2/ARL6IP5/BCO1/CALB2/SLC24A1/ALDH1A2/CHRNA7/CHRNA3/CHRNB4/SELENOT/EPHB3/CHRND/AGTR1/RPE65/PTGS2/PLA2G4A/INHBB/VIL1/GCG/CHRNA1/FN1/ZFYVE27/CYP26A1/BMP4/ARF6/DIO3/DIO2/TPH1/BDNF/CNOT7/ADH1C/SULT1B1/TENM1/GABRE/GABRQ/BVES/VIP/CHRM3/VEGFA/FOSL2/SNAP25/FLRT3/MAFA/ARC/CALB1/ATP6V0D2/CA2/CHD7/TTR/CDH2/NDC80/IKZF1/NSUN2/BCL2/RBM24/DTNBP1/INHBA/IGF2BP3/SCIN/F10/GABRB3/ASMT/FAM46C/GAPDH/CACNA1C/IGF1/MYH9/NTS/SYT1/SEMA3C/SEMA3E/GATA3",111
"GO:0009653","anatomical structure morphogenesis","139/736","308/2031",0.000308664798459904,0.0169528204692593,0.0143335434750409,"SYK/NTRK2/ANXA1/FOXD1/FST/MYL6/ACHE/BSG/RARA/THRA/NGF/RHOC/MOV10/CSRP1/NTRK1/PLEKHO1/CRYAB/THY1/ETS1/FGR/WNT4/EPHB2/DRAXIN/CEBPB/CDH4/SDK2/SOX9/NTN1/LHX3/OLFM1/TBX5/TBX3/MYH11/SDK1/LFNG/FGF1/SMAD5/ANXA6/TENM2/HBEGF/FOXP1/GATA2/CDH3/CDH13/SMAD3/ALDH1A2/CHRNA7/ISL2/RBPMS2/SOX2/EPHB3/BCL6/AGTR1/ZIC1/EPHA4/SOX14/CYR61/LHX9/ACVR2A/VIL1/SP3/GBX2/FN1/FRZB/ITGAV/FGF8/ZFYVE27/ANKRD1/VCL/ATOH7/RSFR/BMP4/NRXN3/FOXG1/GREM1/CAPN3/FGF3/CNTF/BDNF/UNC5C/BMPR1B/EPHA5/DUSP4/NPY2R/SOX3/SOX11/COL12A1/BVES/SGK1/QKI/THBS2/ACTA1/VEGFA/FOSL2/NRXN1/FLRT3/ARC/PTK2/CHD7/PLAG1/CDH2/CDH7/FAM65B/CDH10/CDH6/CDH20/BCL2/DTNBP1/CCK/RARB/SP8/DLX5/ITGB1/NRP1/SHH/ACVR2B/CSPG5/WNT11/FLT1/RB1/SOX21/SOX1/SAT1/ALCAM/COL8A1/NTF3/CALD1/IGF1/MYH9/SOX10/CSRP2/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/GATA3/PODXL/SMO",139
"GO:0043269","regulation of monoatomic ion transport","23/736","35/2031",0.000336012027836628,0.0177713028055816,0.0150255670927334,"KCNH6/KCNA10/CACNA1S/THY1/KCNJ2/CACNA1B/SLC8B1/TESC/KCNJ12/B2M/KCNAB1/KCNJ3/GCG/KCNMA1/CAPN3/GABRE/VIP/ARC/CHD7/BCL2/KCNG2/CASQ2/CACNA1C",23
"GO:0048699","generation of neurons","86/736","178/2031",0.00036547844412198,0.0185344169019217,0.0156707770798351,"HAPLN1/NTRK2/FST/BSG/IGF2BP1/NGF/MOV10/NTRK1/THY1/WNT4/EPHB2/DRAXIN/AGRN/CEBPB/SDK2/SOX9/NTN1/LHX3/OLFM1/BRINP1/TENM2/TLX3/FOXP1/NTRK3/ACAN/TCF12/ALDH1A2/ISL2/B2M/SOX2/EPHB3/EPHA4/SOX14/LHX9/GBX2/FN1/FGF8/LDB1/ZFYVE27/VCL/ATOH7/GPRIN2/ARF6/FOXG1/CNTF/BDNF/UNC5C/EPHA5/TENM1/SOX3/PLP1/SOX11/SGK1/PRPH2/SNAP25/FLRT3/PTK2/CDH2/IRX4/BCL2/DTNBP1/CCK/POMGNT2/RARB/DLX5/ZEB1/NRP1/SHH/WNT11/RB1/DCT/ANOS1/DMD/EFHC2/ALCAM/NTF3/WNT7B/IGF1/SOX10/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/GATA3/SMO",86
"GO:0050890","cognition","14/736","18/2031",0.00037639922279813,0.0185344169019217,0.0156707770798351,"NTRK2/THRA/NGF/CHRNB2/ARL6IP5/CHRNA7/B2M/BDNF/VIP/SNAP25/ARC/CHD7/EGFR/NTF3",14
"GO:0006811","monoatomic ion transport","60/736","118/2031",0.000583091474969791,0.0269189747596566,0.0227598879915422,"CHRNA6/NTRK2/SLC24A2/VDR/SLC48A1/ATP6V0A1/SLC4A1/KCNH6/KCNA10/CACNA1S/CHRNB2/THY1/ATP6V1B2/KBP/KCNJ2/KCNT1/CACNA1B/SLC8B1/TESC/ATP2A2/KCNJ12/ANXA6/GABRA6/GABRA1/GABRG2/SLC24A1/TMC3/CHRNA7/CHRNA3/CHRNB4/B2M/KCNAB1/CHRND/TFRC/ATP1B3/KCNJ3/SLC11A1/GCG/CHRNA1/KCNMA1/CAPN3/CNGA1/GABRE/GABRQ/VIP/SNAP25/ARC/CALB1/ATP6V0D2/CHD7/BCL2/KCNG2/P2RY6/CNGA3/GABRB3/ATP1B1/CASQ2/ATP6V1A/CACNA1C/SLC41A2",60
"GO:0034765","regulation of monoatomic ion transmembrane transport","18/736","26/2031",0.000595351161147046,0.0269189747596566,0.0227598879915422,"KCNH6/KCNA10/CACNA1S/THY1/KCNJ2/CACNA1B/TESC/KCNJ12/KCNAB1/KCNJ3/KCNMA1/CAPN3/ARC/CHD7/BCL2/KCNG2/CASQ2/CACNA1C",18
"GO:0022008","neurogenesis","88/736","185/2031",0.000603226325146366,0.0269189747596566,0.0227598879915422,"HAPLN1/NTRK2/FST/BSG/IGF2BP1/NGF/MOV10/NTRK1/THY1/WNT4/EPHB2/DRAXIN/AGRN/CEBPB/SDK2/SOX9/NTN1/LHX3/OLFM1/BRINP1/TENM2/TLX3/FOXP1/NTRK3/ACAN/TCF12/ALDH1A2/ISL2/B2M/SOX2/EPHB3/EPHA4/SOX14/LHX9/GBX2/FN1/FGF8/LDB1/ZFYVE27/VCL/ATOH7/GPRIN2/ARF6/FOXG1/CNTF/BDNF/UNC5C/EPHA5/TENM1/SOX3/PLP1/SOX11/SGK1/PRPH2/SNAP25/FLRT3/PTK2/CHD7/PLAG1/CDH2/IRX4/BCL2/DTNBP1/CCK/POMGNT2/RARB/DLX5/ZEB1/NRP1/SHH/WNT11/RB1/DCT/ANOS1/DMD/EFHC2/ALCAM/NTF3/WNT7B/IGF1/SOX10/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/GATA3/SMO",88
"GO:0051239","regulation of multicellular organismal process","96/736","205/2031",0.000666717976077824,0.0278896231871853,0.0235805674448633,"HAPLN1/SYK/NTRK2/ANXA1/FST/ANKRD52/THRA/PHOSPHO1/KCNH6/CRHR1/NGF/THY1/ETS1/BGLAP/FGR/ALPL/WNT4/EPHB2/AGRN/CEBPB/ADORA2B/SOX9/NOG/NTN1/OLFM1/TBX5/TESC/LFNG/PMS2/FGF1/ANXA6/TLX3/HBEGF/GATA2/ACAN/CHRNA7/B2M/EPHB3/TFRC/BCL6/AGTR1/CYR61/PLA2G4A/RIF1/INHBB/VIL1/GBX2/FN1/FRZB/ITGAV/LDB1/ZFYVE27/VCL/BMP4/ARF6/FOS/FOXG1/GREM1/CAPN3/MYBPC3/FGF3/CNTF/IRF7/IGF2/BDNF/BMPR1B/HOPX/SPP1/MBOAT2/VIP/THBS2/CHRM3/VEGFA/FOSL2/MSH6/FLRT3/CHD7/PLAG1/FAM65B/BCL2/INHBA/SCIN/NRP1/SHH/ACVR2B/WNT11/DCT/DMD/CASQ2/GAPDH/CACNA1C/CHRM2/CAV1/SEMA3C/SEMA3E/GATA3",96
"GO:0042127","regulation of cell population proliferation","89/736","188/2031",0.00068431425499058,0.0278896231871853,0.0235805674448633,"HAPLN1/SYK/NTRK2/ANXA1/ABHD17B/RPS6/FST/JUND/IGF2BP1/NGF/MOV10/NTRK1/S100A11/THY1/AGO3/WNT4/AGRN/CEBPB/SOX9/NTN1/ODF2/TBX5/PMS2/FGF1/TENM2/NPM1/HBEGF/TLDC1/NTRK3/ACAN/CHRNA7/B2M/RBPMS2/EPHB3/TFRC/BCL6/P3H2/AGTR1/CYR61/PLA2G4A/VIL1/FN1/FRZB/MSTN/FGF8/ZFYVE27/ANKRD1/ATOH7/ARF6/FOXG1/GREM1/FGF3/CNTF/IGF2/BDNF/FGFR3/CNOT7/BMPR1B/PDGFC/TENM1/VIP/VEGFA/FOSL2/SNAP25/MSH6/PTK2/HSF1/PLAG1/CDH2/FAM65B/BCL2/INHBA/TRIM71/DLX5/NRP1/SHH/P2RY6/WNT11/DCT/EFHC2/IGF1/KITLG/NELL2/TES/CAV1/SEMA3C/SEMA3E/GATA3/PODXL",89
"GO:0007131","reciprocal meiotic recombination","9/736","10/2031",0.000706487597581268,0.0278896231871853,0.0235805674448633,"RMI1/TOP2A/CENPS/BRIP1/RAD54L/RAD51/RAD54B/TRIP13/TOP2B",9
"GO:0140527","reciprocal homologous recombination","9/736","10/2031",0.000706487597581268,0.0278896231871853,0.0235805674448633,"RMI1/TOP2A/CENPS/BRIP1/RAD54L/RAD51/RAD54B/TRIP13/TOP2B",9
"GO:0040012","regulation of locomotion","36/736","64/2031",0.000723669602575316,0.0278896231871853,0.0235805674448633,"ANXA1/THY1/ETS1/FGR/SOX9/NTN1/SLC8B1/TBX5/FGF1/HBEGF/TLDC1/SOX14/CYR61/VIL1/FN1/MSTN/FGF8/VCL/ATOH7/ARF6/CHRM4/FGF3/PDGFC/BVES/VEGFA/PTK2/CDH2/FAM65B/BCL2/NRP1/WNT11/NELL2/SEMA3C/SEMA3E/GATA3/PODXL",36
